pattern,model,start_op,end_op,op_sequence,input_shape,output_shape,suggested_slice,notes,source_path,slice_path,slice_status,error
fanout_live_range,esrgan_quant.tflite,6,22,opcode_98 -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> CONCATENATION -> CONV_2D -> opcode_98 -> opcode_index_-1 -> opcode_index_-1 -> CONCATENATION -> CONV_2D -> opcode_98 -> opcode_index_-1 -> CONCATENATION -> CONV_2D -> opcode_98 -> CONCATENATION,"[1,128,128,32]","[1,128,128,160]",esrgan_quant_L6_L22_fanout_live_range.tflite,"producer tensor 112 has 4 consumers: [7, 8, 9, 22]",model/ETHZ_v6/esrgan_quant.tflite,model/MB_Path_Slice/fanout_live_range/esrgan_quant_L6_L22_fanout_live_range.tflite,ok,
fanout_live_range,esrgan_quant.tflite,161,167,opcode_index_-1 -> CONCATENATION -> CONV_2D -> opcode_98 -> opcode_index_-1 -> opcode_index_-1 -> CONCATENATION,"[1,128,128,32]","[1,128,128,96]",esrgan_quant_L161_L167_fanout_live_range.tflite,"producer tensor 267 has 2 consumers: [162, 167]",model/ETHZ_v6/esrgan_quant.tflite,model/MB_Path_Slice/fanout_live_range/esrgan_quant_L161_L167_fanout_live_range.tflite,ok,
fanout_live_range,esrgan_quant.tflite,157,167,opcode_index_-1 -> CONV_2D -> opcode_98 -> opcode_index_-1 -> opcode_index_-1 -> CONCATENATION -> CONV_2D -> opcode_98 -> opcode_index_-1 -> opcode_index_-1 -> CONCATENATION,"[1,128,128,32]","[1,128,128,96]",esrgan_quant_L157_L167_fanout_live_range.tflite,"producer tensor 263 has 2 consumers: [162, 167]",model/ETHZ_v6/esrgan_quant.tflite,model/MB_Path_Slice/fanout_live_range/esrgan_quant_L157_L167_fanout_live_range.tflite,ok,
fanout_live_range,gpt2_quant.tflite,4,10,MEAN -> opcode_99 -> MEAN -> opcode_-1 -> opcode_76 -> MUL -> MUL,"[1,768,1,77]",[77],gpt2_quant_L4_L10_fanout_live_range.tflite,"producer tensor 119 has 2 consumers: [5, 10]",model/ETHZ_v6/gpt2_quant.tflite,model/MB_Path_Slice/fanout_live_range/gpt2_quant_L4_L10_fanout_live_range.tflite,ok,
fanout_live_range,gpt2_quant.tflite,3,9,TRANSPOSE -> MEAN -> opcode_99 -> MEAN -> opcode_-1 -> opcode_76 -> MUL,"[1,77,768,1]","[1,768,1,77]",gpt2_quant_L3_L9_fanout_live_range.tflite,"producer tensor 118 has 3 consumers: [4, 5, 9]",model/ETHZ_v6/gpt2_quant.tflite,model/MB_Path_Slice/fanout_live_range/gpt2_quant_L3_L9_fanout_live_range.tflite,ok,
fanout_live_range,gpt2_quant.tflite,95,125,opcode_-1 -> RESHAPE -> TRANSPOSE -> MEAN -> opcode_99 -> MEAN -> opcode_-1 -> opcode_76 -> MUL -> MUL -> SUB -> opcode_-1 -> TRANSPOSE -> RESHAPE -> FULLY_CONNECTED -> SPLIT -> RESHAPE -> TRANSPOSE -> RESHAPE -> TRANSPOSE -> RESHAPE -> TRANSPOSE -> opcode_126 -> MUL -> opcode_-1 -> SOFTMAX -> opcode_126 -> TRANSPOSE -> RESHAPE -> FULLY_CONNECTED -> opcode_-1,"[1,77,768]","[1,77,768]",gpt2_quant_L95_L125_fanout_live_range.tflite,"producer tensor 214 has 2 consumers: [96, 125]",model/ETHZ_v6/gpt2_quant.tflite,model/MB_Path_Slice/fanout_live_range/gpt2_quant_L95_L125_fanout_live_range.tflite,ok,
fanout_live_range,gpt2_quant.tflite,1,31,opcode_-1 -> RESHAPE -> TRANSPOSE -> MEAN -> opcode_99 -> MEAN -> opcode_-1 -> opcode_76 -> MUL -> MUL -> SUB -> opcode_-1 -> TRANSPOSE -> RESHAPE -> FULLY_CONNECTED -> SPLIT -> RESHAPE -> TRANSPOSE -> RESHAPE -> TRANSPOSE -> opcode_126 -> MUL -> opcode_-1 -> SOFTMAX -> RESHAPE -> TRANSPOSE -> opcode_126 -> TRANSPOSE -> RESHAPE -> FULLY_CONNECTED -> opcode_-1,"[1,77,768]","[1,77,768]",gpt2_quant_L1_L31_fanout_live_range.tflite,"producer tensor 116 has 2 consumers: [2, 31]",model/ETHZ_v6/gpt2_quant.tflite,model/MB_Path_Slice/fanout_live_range/gpt2_quant_L1_L31_fanout_live_range.tflite,ok,
fanout_live_range,gpt2_quant.tflite,31,48,opcode_-1 -> RESHAPE -> TRANSPOSE -> MEAN -> opcode_99 -> MEAN -> opcode_-1 -> opcode_76 -> MUL -> MUL -> SUB -> opcode_-1 -> TRANSPOSE -> RESHAPE -> FULLY_CONNECTED -> opcode_150 -> FULLY_CONNECTED -> opcode_-1,"[1,77,768]","[1,77,768]",gpt2_quant_L31_L48_fanout_live_range.tflite,"producer tensor 148 has 2 consumers: [32, 48]",model/ETHZ_v6/gpt2_quant.tflite,model/MB_Path_Slice/fanout_live_range/gpt2_quant_L31_L48_fanout_live_range.tflite,ok,
fanout_live_range,gpt2_quant.tflite,8,10,opcode_76 -> MUL -> MUL,[77],[77],gpt2_quant_L8_L10_fanout_live_range.tflite,"producer tensor 123 has 2 consumers: [9, 10]",model/ETHZ_v6/gpt2_quant.tflite,model/MB_Path_Slice/fanout_live_range/gpt2_quant_L8_L10_fanout_live_range.tflite,ok,
fanout_live_range,imdn_float.tflite,3,5,CONV_2D -> STRIDED_SLICE -> STRIDED_SLICE,"[1,512,512,32]","[1,512,512,24]",imdn_float_L3_L5_fanout_live_range.tflite,"producer tensor 55 has 2 consumers: [4, 5]",model/ETHZ_v6/imdn_float.tflite,model/MB_Path_Slice/fanout_live_range/imdn_float_L3_L5_fanout_live_range.tflite,ok,
fanout_live_range,imdn_float.tflite,15,28,opcode_-1 -> CONV_2D -> STRIDED_SLICE -> STRIDED_SLICE -> CONV_2D -> STRIDED_SLICE -> STRIDED_SLICE -> CONV_2D -> STRIDED_SLICE -> STRIDED_SLICE -> CONV_2D -> CONCATENATION -> CONV_2D -> opcode_-1,"[1,512,512,32]","[1,512,512,32]",imdn_float_L15_L28_fanout_live_range.tflite,"producer tensor 67 has 2 consumers: [16, 28]",model/ETHZ_v6/imdn_float.tflite,model/MB_Path_Slice/fanout_live_range/imdn_float_L15_L28_fanout_live_range.tflite,ok,
fanout_live_range,inception_v3_float.tflite,95,106,CONCATENATION -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> CONCATENATION -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> CONCATENATION -> AVERAGE_POOL_2D,"[1,9,9,320]","[1,9,9,1280]",inception_v3_float_L95_L106_fanout_live_range.tflite,"producer tensor 287 has 4 consumers: [96, 97, 101, 106]",model/ETHZ_v6/inception_v3_float.tflite,model/MB_Path_Slice/fanout_live_range/inception_v3_float_L95_L106_fanout_live_range.tflite,ok,
fanout_live_range,inception_v3_float.tflite,33,38,CONCATENATION -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> MAX_POOL_2D,"[1,40,40,64]","[1,19,19,288]",inception_v3_float_L33_L38_fanout_live_range.tflite,"producer tensor 225 has 3 consumers: [34, 35, 38]",model/ETHZ_v6/inception_v3_float.tflite,model/MB_Path_Slice/fanout_live_range/inception_v3_float_L33_L38_fanout_live_range.tflite,ok,
fanout_live_range,inception_v3_float.tflite,15,22,CONCATENATION -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> AVERAGE_POOL_2D,"[1,40,40,64]","[1,40,40,256]",inception_v3_float_L15_L22_fanout_live_range.tflite,"producer tensor 207 has 4 consumers: [16, 17, 19, 22]",model/ETHZ_v6/inception_v3_float.tflite,model/MB_Path_Slice/fanout_live_range/inception_v3_float_L15_L22_fanout_live_range.tflite,ok,
fanout_live_range,inception_v3_float.tflite,87,94,CONCATENATION -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> MAX_POOL_2D,"[1,19,19,192]","[1,9,9,768]",inception_v3_float_L87_L94_fanout_live_range.tflite,"producer tensor 279 has 3 consumers: [88, 90, 94]",model/ETHZ_v6/inception_v3_float.tflite,model/MB_Path_Slice/fanout_live_range/inception_v3_float_L87_L94_fanout_live_range.tflite,ok,
fanout_live_range,inception_v3_float.tflite,39,49,CONCATENATION -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> AVERAGE_POOL_2D,"[1,19,19,384]","[1,19,19,768]",inception_v3_float_L39_L49_fanout_live_range.tflite,"producer tensor 231 has 4 consumers: [40, 41, 44, 49]",model/ETHZ_v6/inception_v3_float.tflite,model/MB_Path_Slice/fanout_live_range/inception_v3_float_L39_L49_fanout_live_range.tflite,ok,
fanout_live_range,inception_v3_float.tflite,6,13,MAX_POOL_2D -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1 -> AVERAGE_POOL_2D,"[1,82,82,192]","[1,40,40,192]",inception_v3_float_L6_L13_fanout_live_range.tflite,"producer tensor 198 has 4 consumers: [7, 8, 10, 13]",model/ETHZ_v6/inception_v3_float.tflite,model/MB_Path_Slice/fanout_live_range/inception_v3_float_L6_L13_fanout_live_range.tflite,ok,
fanout_live_range,inception_v3_float.tflite,97,99,opcode_index_-1 -> opcode_index_-1 -> opcode_index_-1,"[1,9,9,1280]","[1,9,9,384]",inception_v3_float_L97_L99_fanout_live_range.tflite,"producer tensor 289 has 2 consumers: [98, 99]",model/ETHZ_v6/inception_v3_float.tflite,model/MB_Path_Slice/fanout_live_range/inception_v3_float_L97_L99_fanout_live_range.tflite,ok,
fanout_live_range,inception_v3_quant.tflite,96,107,CONCATENATION -> CONV_2D -> CONV_2D -> CONV_2D -> CONV_2D -> CONCATENATION -> CONV_2D -> CONV_2D -> CONV_2D -> CONV_2D -> CONCATENATION -> AVERAGE_POOL_2D,"[1,9,9,320]","[1,9,9,1280]",inception_v3_quant_L96_L107_fanout_live_range.tflite,"producer tensor 288 has 4 consumers: [97, 98, 102, 107]",model/ETHZ_v6/inception_v3_quant.tflite,model/MB_Path_Slice/fanout_live_range/inception_v3_quant_L96_L107_fanout_live_range.tflite,ok,
fanout_live_range,inception_v3_quant.tflite,16,23,CONCATENATION -> CONV_2D -> CONV_2D -> CONV_2D -> CONV_2D -> CONV_2D -> CONV_2D -> AVERAGE_POOL_2D,"[1,40,40,64]","[1,40,40,256]",inception_v3_quant_L16_L23_fanout_live_range.tflite,"producer tensor 208 has 4 consumers: [17, 18, 20, 23]",model/ETHZ_v6/inception_v3_quant.tflite,model/MB_Path_Slice/fanout_live_range/inception_v3_quant_L16_L23_fanout_live_range.tflite,ok,
fanout_live_range,inception_v3_quant.tflite,40,50,CONCATENATION -> CONV_2D -> CONV_2D -> CONV_2D -> CONV_2D -> CONV_2D -> CONV_2D -> CONV_2D -> CONV_2D -> CONV_2D -> AVERAGE_POOL_2D,"[1,19,19,384]","[1,19,19,768]",inception_v3_quant_L40_L50_fanout_live_range.tflite,"producer tensor 232 has 4 consumers: [41, 42, 45, 50]",model/ETHZ_v6/inception_v3_quant.tflite,model/MB_Path_Slice/fanout_live_range/inception_v3_quant_L40_L50_fanout_live_range.tflite,ok,
fanout_live_range,inception_v3_quant.tflite,88,95,CONCATENATION -> CONV_2D -> CONV_2D -> CONV_2D -> CONV_2D -> CONV_2D -> CONV_2D -> MAX_POOL_2D,"[1,19,19,192]","[1,9,9,768]",inception_v3_quant_L88_L95_fanout_live_range.tflite,"producer tensor 280 has 3 consumers: [89, 91, 95]",model/ETHZ_v6/inception_v3_quant.tflite,model/MB_Path_Slice/fanout_live_range/inception_v3_quant_L88_L95_fanout_live_range.tflite,ok,
fanout_live_range,inception_v3_quant.tflite,34,39,CONCATENATION -> CONV_2D -> CONV_2D -> CONV_2D -> CONV_2D -> MAX_POOL_2D,"[1,40,40,64]","[1,19,19,288]",inception_v3_quant_L34_L39_fanout_live_range.tflite,"producer tensor 226 has 3 consumers: [35, 36, 39]",model/ETHZ_v6/inception_v3_quant.tflite,model/MB_Path_Slice/fanout_live_range/inception_v3_quant_L34_L39_fanout_live_range.tflite,ok,
fanout_live_range,inception_v3_quant.tflite,98,100,CONV_2D -> CONV_2D -> CONV_2D,"[1,9,9,1280]","[1,9,9,384]",inception_v3_quant_L98_L100_fanout_live_range.tflite,"producer tensor 290 has 2 consumers: [99, 100]",model/ETHZ_v6/inception_v3_quant.tflite,model/MB_Path_Slice/fanout_live_range/inception_v3_quant_L98_L100_fanout_live_range.tflite,ok,
fanout_live_range,inception_v3_quant.tflite,7,14,MAX_POOL_2D -> CONV_2D -> CONV_2D -> CONV_2D -> CONV_2D -> CONV_2D -> CONV_2D -> AVERAGE_POOL_2D,"[1,82,82,192]","[1,40,40,192]",inception_v3_quant_L7_L14_fanout_live_range.tflite,"producer tensor 199 has 4 consumers: [8, 9, 11, 14]",model/ETHZ_v6/inception_v3_quant.tflite,model/MB_Path_Slice/fanout_live_range/inception_v3_quant_L7_L14_fanout_live_range.tflite,ok,
fanout_live_range,llama2_quant.tflite,49,51,FULLY_CONNECTED -> LOGISTIC -> MUL,"[1,100,512]","[1,100,1376]",llama2_quant_L49_L51_fanout_live_range.tflite,"producer tensor 122 has 2 consumers: [50, 51]",model/ETHZ_v6/llama2_quant.tflite,model/MB_Path_Slice/fanout_live_range/llama2_quant_L49_L51_fanout_live_range.tflite,ok,
fanout_live_range,llama2_quant.tflite,48,52,MUL -> FULLY_CONNECTED -> LOGISTIC -> MUL -> FULLY_CONNECTED,"[1,100,512]","[1,100,1376]",llama2_quant_L48_L52_fanout_live_range.tflite,"producer tensor 121 has 2 consumers: [49, 52]",model/ETHZ_v6/llama2_quant.tflite,model/MB_Path_Slice/fanout_live_range/llama2_quant_L48_L52_fanout_live_range.tflite,ok,
fanout_live_range,llama2_quant.tflite,7,36,MUL -> FULLY_CONNECTED -> RESHAPE -> UNPACK -> MUL -> MUL -> SUB -> MUL -> MUL -> opcode_-1 -> PACK -> RESHAPE -> TRANSPOSE -> FULLY_CONNECTED -> RESHAPE -> UNPACK -> MUL -> MUL -> SUB -> MUL -> MUL -> opcode_-1 -> PACK -> RESHAPE -> TRANSPOSE -> opcode_126 -> MUL -> opcode_-1 -> SOFTMAX -> FULLY_CONNECTED,"[1,100,512]","[100,512]",llama2_quant_L7_L36_fanout_live_range.tflite,"producer tensor 78 has 3 consumers: [8, 20, 36]",model/ETHZ_v6/llama2_quant.tflite,model/MB_Path_Slice/fanout_live_range/llama2_quant_L7_L36_fanout_live_range.tflite,ok,
fanout_live_range,llama2_quant.tflite,10,14,UNPACK -> MUL -> MUL -> SUB -> MUL,"[1,100,8,2,32]","[1,100,8,32]",llama2_quant_L10_L14_fanout_live_range.tflite,"producer tensor 82 has 2 consumers: [12, 14]",model/ETHZ_v6/llama2_quant.tflite,model/MB_Path_Slice/fanout_live_range/llama2_quant_L10_L14_fanout_live_range.tflite,ok,
fanout_live_range,llama2_quant.tflite,10,15,UNPACK -> MUL -> MUL -> SUB -> MUL -> MUL,"[1,100,8,2,32]","[1,100,8,32]",llama2_quant_L10_L15_fanout_live_range.tflite,"producer tensor 81 has 2 consumers: [11, 15]",model/ETHZ_v6/llama2_quant.tflite,model/MB_Path_Slice/fanout_live_range/llama2_quant_L10_L15_fanout_live_range.tflite,ok,
fanout_live_range,llama2_quant.tflite,426,431,opcode_-1 -> MUL -> MEAN -> opcode_-1 -> opcode_76 -> MUL,"[1,100,512]","[1,100,512]",llama2_quant_L426_L431_fanout_live_range.tflite,"producer tensor 513 has 3 consumers: [427, 427, 431]",model/ETHZ_v6/llama2_quant.tflite,model/MB_Path_Slice/fanout_live_range/llama2_quant_L426_L431_fanout_live_range.tflite,ok,
fanout_live_range,llama2_quant.tflite,43,55,opcode_-1 -> MUL -> MEAN -> opcode_-1 -> opcode_76 -> MUL -> FULLY_CONNECTED -> LOGISTIC -> MUL -> FULLY_CONNECTED -> MUL -> FULLY_CONNECTED -> opcode_-1,"[1,100,512]","[1,100,512]",llama2_quant_L43_L55_fanout_live_range.tflite,"producer tensor 116 has 4 consumers: [44, 44, 48, 55]",model/ETHZ_v6/llama2_quant.tflite,model/MB_Path_Slice/fanout_live_range/llama2_quant_L43_L55_fanout_live_range.tflite,ok,
fanout_live_range,llama2_quant.tflite,0,2,opcode_index_-1 -> RESHAPE -> MUL,"[32000,512]","[1,100,512]",llama2_quant_L0_L2_fanout_live_range.tflite,"producer tensor 71 has 3 consumers: [1, 2, 2]",model/ETHZ_v6/llama2_quant.tflite,model/MB_Path_Slice/fanout_live_range/llama2_quant_L0_L2_fanout_live_range.tflite,ok,
fanout_live_range,microisp_float.tflite,5,20,opcode_54 -> opcode_index_-1 -> opcode_54 -> opcode_index_-1 -> opcode_54 -> opcode_index_-1 -> opcode_54 -> opcode_index_-1 -> opcode_54 -> MEAN -> RESHAPE -> opcode_index_-1 -> opcode_54 -> opcode_index_-1 -> LOGISTIC -> MUL,"[1,544,960,4]","[1,544,960,4]",microisp_float_L5_L20_fanout_live_range.tflite,"producer tensor 352 has 2 consumers: [6, 20]",model/ETHZ_v6/microisp_float.tflite,model/MB_Path_Slice/fanout_live_range/microisp_float_L5_L20_fanout_live_range.tflite,ok,
fanout_live_range,microisp_float.tflite,1,21,opcode_54 -> opcode_index_-1 -> opcode_54 -> opcode_index_-1 -> opcode_54 -> opcode_index_-1 -> opcode_54 -> opcode_index_-1 -> opcode_54 -> opcode_index_-1 -> opcode_54 -> opcode_index_-1 -> opcode_54 -> MEAN -> RESHAPE -> opcode_index_-1 -> opcode_54 -> opcode_index_-1 -> LOGISTIC -> MUL -> opcode_-1,"[1,544,960,4]","[1,544,960,4]",microisp_float_L1_L21_fanout_live_range.tflite,"producer tensor 348 has 2 consumers: [2, 21]",model/ETHZ_v6/microisp_float.tflite,model/MB_Path_Slice/fanout_live_range/microisp_float_L1_L21_fanout_live_range.tflite,ok,
fanout_live_range,microisp_int16.tflite,5,20,opcode_98 -> opcode_index_-1 -> opcode_98 -> opcode_index_-1 -> opcode_98 -> opcode_index_-1 -> opcode_98 -> opcode_index_-1 -> opcode_98 -> MEAN -> RESHAPE -> opcode_index_-1 -> opcode_98 -> opcode_index_-1 -> LOGISTIC -> MUL,"[1,544,960,4]","[1,544,960,4]",microisp_int16_L5_L20_fanout_live_range.tflite,"producer tensor 251 has 2 consumers: [6, 20]",model/ETHZ_v6/microisp_int16.tflite,model/MB_Path_Slice/fanout_live_range/microisp_int16_L5_L20_fanout_live_range.tflite,ok,
fanout_live_range,microisp_int16.tflite,1,21,opcode_98 -> opcode_index_-1 -> opcode_98 -> opcode_index_-1 -> opcode_98 -> opcode_index_-1 -> opcode_98 -> opcode_index_-1 -> opcode_98 -> opcode_index_-1 -> opcode_98 -> opcode_index_-1 -> opcode_98 -> MEAN -> RESHAPE -> opcode_index_-1 -> opcode_98 -> opcode_index_-1 -> LOGISTIC -> MUL -> opcode_-1,"[1,544,960,4]","[1,544,960,4]",microisp_int16_L1_L21_fanout_live_range.tflite,"producer tensor 247 has 2 consumers: [2, 21]",model/ETHZ_v6/microisp_int16.tflite,model/MB_Path_Slice/fanout_live_range/microisp_int16_L1_L21_fanout_live_range.tflite,ok,
fanout_live_range,microisp_quant.tflite,2,22,opcode_54 -> CONV_2D -> opcode_54 -> CONV_2D -> opcode_54 -> CONV_2D -> opcode_54 -> CONV_2D -> opcode_54 -> CONV_2D -> opcode_54 -> CONV_2D -> opcode_54 -> MEAN -> RESHAPE -> CONV_2D -> opcode_54 -> CONV_2D -> LOGISTIC -> MUL -> opcode_-1,"[1,544,960,4]","[1,544,960,4]",microisp_quant_L2_L22_fanout_live_range.tflite,"producer tensor 349 has 2 consumers: [3, 22]",model/ETHZ_v6/microisp_quant.tflite,model/MB_Path_Slice/fanout_live_range/microisp_quant_L2_L22_fanout_live_range.tflite,ok,
fanout_live_range,microisp_quant.tflite,6,21,opcode_54 -> CONV_2D -> opcode_54 -> CONV_2D -> opcode_54 -> CONV_2D -> opcode_54 -> CONV_2D -> opcode_54 -> MEAN -> RESHAPE -> CONV_2D -> opcode_54 -> CONV_2D -> LOGISTIC -> MUL,"[1,544,960,4]","[1,544,960,4]",microisp_quant_L6_L21_fanout_live_range.tflite,"producer tensor 353 has 2 consumers: [7, 21]",model/ETHZ_v6/microisp_quant.tflite,model/MB_Path_Slice/fanout_live_range/microisp_quant_L6_L21_fanout_live_range.tflite,ok,
fanout_live_range,midas_v3_float.tflite,1,4,CONV_2D -> opcode_-1 -> MUL -> MUL,"[1,226,226,3]","[1,112,112,48]",midas_v3_float_L1_L4_fanout_live_range.tflite,"producer tensor 210 has 2 consumers: [2, 4]",model/ETHZ_v6/midas_v3_float.tflite,model/MB_Path_Slice/fanout_live_range/midas_v3_float_L1_L4_fanout_live_range.tflite,ok,
fanout_live_range,midas_v3_float.tflite,77,81,CONV_2D -> opcode_19 -> CONV_2D -> CONV_2D -> opcode_-1,"[1,14,14,384]","[1,14,14,256]",midas_v3_float_L77_L81_fanout_live_range.tflite,"producer tensor 290 has 2 consumers: [78, 81]",model/ETHZ_v6/midas_v3_float.tflite,model/MB_Path_Slice/fanout_live_range/midas_v3_float_L77_L81_fanout_live_range.tflite,ok,
fanout_live_range,midas_v3_float.tflite,156,158,MUL -> FULLY_CONNECTED -> FULLY_CONNECTED,"[1,49,1536]","[1,49,512]",midas_v3_float_L156_L158_fanout_live_range.tflite,"producer tensor 374 has 2 consumers: [157, 158]",model/ETHZ_v6/midas_v3_float.tflite,model/MB_Path_Slice/fanout_live_range/midas_v3_float_L156_L158_fanout_live_range.tflite,ok,
fanout_live_range,midas_v3_float.tflite,32,35,RESHAPE -> opcode_-1 -> MUL -> MUL,"[1,196,6,64]","[1,196,384]",midas_v3_float_L32_L35_fanout_live_range.tflite,"producer tensor 243 has 2 consumers: [33, 35]",model/ETHZ_v6/midas_v3_float.tflite,model/MB_Path_Slice/fanout_live_range/midas_v3_float_L32_L35_fanout_live_range.tflite,ok,
fanout_live_range,midas_v3_float.tflite,19,38,TRANSPOSE -> FULLY_CONNECTED -> RESHAPE -> SPLIT_V -> TRANSPOSE -> TRANSPOSE -> TRANSPOSE -> opcode_126 -> MUL -> opcode_-1 -> SOFTMAX -> opcode_126 -> TRANSPOSE -> RESHAPE -> opcode_-1 -> MUL -> MUL -> FULLY_CONNECTED -> RESHAPE -> opcode_-1,"[1,384,196]","[1,196,384]",midas_v3_float_L19_L38_fanout_live_range.tflite,"producer tensor 228 has 2 consumers: [20, 38]",model/ETHZ_v6/midas_v3_float.tflite,model/MB_Path_Slice/fanout_live_range/midas_v3_float_L19_L38_fanout_live_range.tflite,ok,
fanout_live_range,midas_v3_float.tflite,135,138,opcode_-1 -> FULLY_CONNECTED -> RESHAPE -> RESHAPE,"[1,196,384]","[1,14,14,384]",midas_v3_float_L135_L138_fanout_live_range.tflite,"producer tensor 352 has 2 consumers: [136, 138]",model/ETHZ_v6/midas_v3_float.tflite,model/MB_Path_Slice/fanout_live_range/midas_v3_float_L135_L138_fanout_live_range.tflite,ok,
fanout_live_range,midas_v3_float.tflite,281,287,opcode_-1 -> FULLY_CONNECTED -> RESHAPE -> SPLIT_V -> TRANSPOSE -> TRANSPOSE -> RESHAPE,"[1,49,512]","[1,7,7,512]",midas_v3_float_L281_L287_fanout_live_range.tflite,"producer tensor 507 has 2 consumers: [282, 287]",model/ETHZ_v6/midas_v3_float.tflite,model/MB_Path_Slice/fanout_live_range/midas_v3_float_L281_L287_fanout_live_range.tflite,ok,
fanout_live_range,midas_v3_float.tflite,46,65,opcode_-1 -> FULLY_CONNECTED -> RESHAPE -> SPLIT_V -> TRANSPOSE -> TRANSPOSE -> opcode_126 -> MUL -> opcode_-1 -> SOFTMAX -> TRANSPOSE -> opcode_126 -> TRANSPOSE -> RESHAPE -> opcode_-1 -> MUL -> MUL -> FULLY_CONNECTED -> RESHAPE -> opcode_-1,"[1,196,384]","[1,196,384]",midas_v3_float_L46_L65_fanout_live_range.tflite,"producer tensor 257 has 2 consumers: [47, 65]",model/ETHZ_v6/midas_v3_float.tflite,model/MB_Path_Slice/fanout_live_range/midas_v3_float_L46_L65_fanout_live_range.tflite,ok,
fanout_live_range,midas_v3_float.tflite,38,46,opcode_-1 -> FULLY_CONNECTED -> RESHAPE -> opcode_-1 -> MUL -> MUL -> FULLY_CONNECTED -> RESHAPE -> opcode_-1,"[1,196,384]","[1,196,384]",midas_v3_float_L38_L46_fanout_live_range.tflite,"producer tensor 249 has 2 consumers: [39, 46]",model/ETHZ_v6/midas_v3_float.tflite,model/MB_Path_Slice/fanout_live_range/midas_v3_float_L38_L46_fanout_live_range.tflite,ok,
fanout_live_range,midas_v3_float.tflite,73,100,opcode_-1 -> TRANSPOSE -> RESHAPE -> TRANSPOSE -> CONV_2D -> opcode_19 -> CONV_2D -> CONV_2D -> opcode_-1 -> FULLY_CONNECTED -> RESHAPE -> SPLIT_V -> TRANSPOSE -> TRANSPOSE -> opcode_126 -> MUL -> opcode_-1 -> SOFTMAX -> TRANSPOSE -> opcode_126 -> TRANSPOSE -> RESHAPE -> opcode_-1 -> MUL -> MUL -> FULLY_CONNECTED -> RESHAPE -> opcode_-1,"[1,196,384]","[1,196,384]",midas_v3_float_L73_L100_fanout_live_range.tflite,"producer tensor 286 has 3 consumers: [74, 82, 100]",model/ETHZ_v6/midas_v3_float.tflite,model/MB_Path_Slice/fanout_live_range/midas_v3_float_L73_L100_fanout_live_range.tflite,ok,
fanout_live_range,midas_v3_float.tflite,366,369,opcode_-1 -> opcode_-1 -> MUL -> MUL,"[1,56,56,128]","[1,56,56,128]",midas_v3_float_L366_L369_fanout_live_range.tflite,"producer tensor 595 has 2 consumers: [367, 369]",model/ETHZ_v6/midas_v3_float.tflite,model/MB_Path_Slice/fanout_live_range/midas_v3_float_L366_L369_fanout_live_range.tflite,ok,
fanout_live_range,midas_v3_float.tflite,349,353,opcode_-1 -> opcode_19 -> CONV_2D -> CONV_2D -> opcode_-1,"[1,7,7,256]","[1,7,7,256]",midas_v3_float_L349_L353_fanout_live_range.tflite,"producer tensor 578 has 2 consumers: [350, 353]",model/ETHZ_v6/midas_v3_float.tflite,model/MB_Path_Slice/fanout_live_range/midas_v3_float_L349_L353_fanout_live_range.tflite,ok,
fanout_live_range,mobilebert_quant.tflite,23,27,FULLY_CONNECTED -> FULLY_CONNECTED -> opcode_index_-1 -> TRANSPOSE -> FULLY_CONNECTED,"[1,384,512]","[384,128]",mobilebert_quant_L23_L27_fanout_live_range.tflite,"producer tensor 422 has 2 consumers: [24, 27]",model/ETHZ_v6/mobilebert_quant.tflite,model/MB_Path_Slice/fanout_live_range/mobilebert_quant_L23_L27_fanout_live_range.tflite,ok,
fanout_live_range,mobilebert_quant.tflite,80,82,opcode_-1 -> opcode_-1 -> FULLY_CONNECTED,"[1,384,128]","[1,384,512]",mobilebert_quant_L80_L82_fanout_live_range.tflite,"producer tensor 491 has 2 consumers: [81, 82]",model/ETHZ_v6/mobilebert_quant.tflite,model/MB_Path_Slice/fanout_live_range/mobilebert_quant_L80_L82_fanout_live_range.tflite,ok,
